"","X","RoleID","PlayerID","PlayerGlobalID","Type","GroupID","Condition","Task","Order","Accuracy","Turn","All_Content","StartTimes","EndTimes","Starts","Ends","gap","convos","information","grounds","claim","organization","query","social","strategy"
"135",135,2,9,3,"Conversation",1,"Desktop","Murder",2,1,135,"I mean if if he knew Mr. Scott was having an affair with Mrs. Kelley, then why then why go to his apartment after you've been shot like?","942.6533","953.064",942.6533,953.064,-0.2347,6,0,0,0,0,1,0,0
"136",136,4,3,1,"Conversation",1,"Desktop","Murder",2,1,136,"Yeah. I don't think. Anything I see does answer that question.","948.328-956.136-959.3147","948.3493-957.6933-962.5787",948.328,962.5787,-4.736,6,0,0,1,0,0,0,0
"137",137,3,7,4,"Conversation",1,"Desktop","Murder",2,1,137,"OK, so now who was the murderer we we decided on Mr. Scott and what was the weapon the knife and when did the murder happen? 12:30.","971.496","980.9893",971.496,980.9893,8.9173,6,0,0,0,0,1,0,0
"138",138,4,3,1,"Conversation",1,"Desktop","Murder",2,1,138,"Yep. And Yep.","978.1307-981.032","978.6427-981.6507",978.1307,981.6507,-2.8586,6,0,0,0,0,0,0,0
"139",139,3,7,4,"Conversation",1,"Desktop","Murder",2,1,139,"Where did the murder take place?","981.7573","983.8267",981.7573,983.8267,0.1066,6,0,0,0,0,1,0,0
"140",140,2,9,3,"Conversation",1,"Desktop","Murder",2,1,140,"Yeah.","982.3973","982.4613",982.3973,982.4613,-1.4294,6,0,0,0,0,0,0,0
"141",141,4,3,1,"Conversation",1,"Desktop","Murder",2,1,141,"Scott's apartment.","983.9973","984.8507",983.9973,984.8507,1.536,6,0,0,0,0,0,0,0
"142",142,3,7,4,"Conversation",1,"Desktop","Murder",2,1,142,"Yeah, there's somewhere I read where it seems like the body has been dragged a long distance so dragged a long distance to the park.","987.7093","997.416",987.7093,997.416,2.8586,6,1,0,0,0,1,0,0
"143",143,4,3,1,"Conversation",1,"Desktop","Murder",2,1,143,"Yeah.","994.5147","995.176",994.5147,995.176,-2.9013,6,0,0,0,0,0,0,0
"144",144,3,7,4,"Conversation",1,"Desktop","Murder",2,1,144,"And then blood was found in the car of Mr. Scott. But","998.3973-1003.197","1001.704-1003.645",998.3973,1003.645,3.2213,6,1,0,0,0,0,0,0
"145",145,4,3,1,"Conversation",1,"Desktop","Murder",2,1,145,"Yeah it is a.","1005.843","1007.293",1005.843,1007.293,2.198,6,0,0,0,0,0,0,0
"146",146,3,7,4,"Conversation",1,"Desktop","Murder",2,1,146,"and then there's something about Mrs. Smith's yard.","1007.08","1010.344",1007.08,1010.344,-0.213,6,0,0,0,0,0,0,0
"147",147,4,3,1,"Conversation",1,"Desktop","Murder",2,1,147,"I think.","1010.621","1011.645",1010.621,1011.645,0.277,6,0,0,0,0,0,0,0
"148",148,2,9,3,"Conversation",1,"Desktop","Murder",2,1,148,"I think the knife was found there.","1011.539","1013.779",1011.539,1013.779,-0.106,6,1,0,0,0,0,0,0
"149",149,4,3,1,"Conversation",1,"Desktop","Murder",2,1,149,"Yeah, the knife was found in Mrs Smith's yard, but I think Mr. Smith is a I think Miss Smith is irrelevant in the whole story. She's just like a just a in the middle of the.","1013.523","1029.181",1013.523,1029.181,-0.256,6,1,0,0,0,0,0,0
"150",150,1,5,2,"Conversation",1,"Desktop","Murder",2,1,150,"[inaudible]","1014.653","1016.211",1014.653,1016.211,-14.528,6,0,0,0,0,0,0,0
"151",151,3,7,4,"Conversation",1,"Desktop","Murder",2,1,151,"But","1018.28","1018.301",1018.28,1018.301,2.069,6,0,0,0,0,0,0,0
"152",152,2,9,3,"Conversation",1,"Desktop","Murder",2,1,152,"Yeah.","1024.253","1024.68",1024.253,1024.68,5.952,6,0,0,0,0,0,0,0
"153",153,3,7,4,"Conversation",1,"Desktop","Murder",2,1,153,"OK.","1024.339","1024.787",1024.339,1024.787,-0.341,6,0,0,0,0,0,0,0
"154",154,4,3,1,"Conversation",1,"Desktop","Murder",2,1,154,"Uh Scott dragging the body and he just disposed the weapon at a random place.","1030.739","1037.715",1030.739,1037.715,5.952,6,0,0,0,0,0,0,0
"155",155,2,9,3,"Conversation",1,"Desktop","Murder",2,1,155,"No.","1036.947","1037.373",1036.947,1037.373,-0.768,6,0,0,0,0,0,0,0
"156",156,4,3,1,"Conversation",1,"Desktop","Murder",2,1,156,"It could be, it could be Smith could be irrelevant in the whole story.","1039.187","1044.051",1039.187,1044.051,1.814,6,0,0,1,0,0,0,0
"157",157,2,9,3,"Conversation",1,"Desktop","Murder",2,1,157,"Wow.","1044.84","1045.224",1044.84,1045.224,0.789,6,0,0,0,0,0,0,0
"158",158,3,7,4,"Conversation",1,"Desktop","Murder",2,1,158,"But then And what's that about Miss Smith being in the lobby of the apartment building?","1045.331","1049.725",1045.331,1049.725,0.107,6,0,0,0,0,1,0,0
"159",159,4,3,1,"Conversation",1,"Desktop","Murder",2,1,159,"Uh.","1053.117","1053.139",1053.117,1053.139,3.392,6,0,0,0,0,0,0,0
"160",160,3,7,4,"Conversation",1,"Desktop","Murder",2,1,160,"At 12:30","1054.995","1055.677",1054.995,1055.677,1.856,6,0,0,0,0,0,0,0
"161",161,2,9,3,"Conversation",1,"Desktop","Murder",2,1,161,"Wait, why is she helping out?","1060.776","1062.44",1060.776,1062.44,5.099,6,0,0,0,0,1,0,0
"162",162,1,5,2,"Conversation",1,"Desktop","Murder",2,1,162,"So what is the?","1061.075","1062.12",1061.075,1062.12,-1.365,6,0,0,0,0,1,0,0
"163",163,4,3,1,"Conversation",1,"Desktop","Murder",2,1,163,"I would. I","1061.928-1063.827","1062.547-1064.232",1061.928,1064.232,-0.192,6,0,0,0,0,0,0,0
"164",164,2,9,3,"Conversation",1,"Desktop","Murder",2,1,164,"I mean that that was was.","1066.749","1069.971",1066.749,1069.971,2.517,6,0,0,1,0,0,0,0
"165",165,4,3,1,"Conversation",1,"Desktop","Murder",2,1,165,"There's like a two few things about Miss Smith. Uh, that is in the whole thing, but I think one possible thing is that.","1067.709","1077.437",1067.709,1077.437,-2.262,6,0,0,0,0,0,0,0
"166",166,2,9,3,"Conversation",1,"Desktop","Murder",2,1,166,"What?","1075.368","1075.88",1075.368,1075.88,-2.069,6,0,0,0,0,1,0,0
"167",167,4,3,1,"Conversation",1,"Desktop","Murder",2,1,167,"Scott saw Smith in apartment lobby and she knows that, uh, Scott knows that she is. She appeared at the place where murder took place, so he decided to dispose the murder. The murder weapon at Smith backyard so he can in the future frame Smith for the murder. Because we really don't have anything point to Smith at the moment apart from the site of appearance in the lobby and a knife was found in her backyard. Apart from that we really don't have anything at .2. Do you have anything about Smith on your board apart from these two things?","1079.613-1090.323-1106.344","1088.701-1105.469-1126.419",1079.613,1126.419,3.733,6,1,1,1,1,1,0,0
"168",168,3,7,4,"Conversation",1,"Desktop","Murder",2,1,168,"Yeah. OK. No.","1106.728-1119.4-1127.187","1106.963-1119.848-1127.251",1106.728,1127.251,-19.691,6,0,0,0,0,0,0,0
"169",169,2,9,3,"Conversation",1,"Desktop","Murder",2,1,169,"No.","1127.613","1128.36",1127.613,1128.36,0.362,6,0,0,0,0,0,0,0
"170",170,3,7,4,"Conversation",1,"Desktop","Murder",2,1,170,"And here where it says Mr. Scott went to the apartment  Jones apartment.","1128.829","1136.189",1128.829,1136.189,0.469,6,0,0,0,0,1,0,0
"171",171,2,9,3,"Conversation",1,"Desktop","Murder",2,1,171,"Who's his apartment or?","1135.763","1138.152",1135.763,1138.152,-0.426,6,0,0,0,0,1,0,0
"172",172,3,7,4,"Conversation",1,"Desktop","Murder",2,1,172,"I think it's Jones, no.","1139.027","1140.349",1139.027,1140.349,0.875,6,0,0,0,0,0,0,0
"173",173,2,9,3,"Conversation",1,"Desktop","Murder",2,1,173,"Jones apartments.","1142.184","1143.293",1142.184,1143.293,1.835,6,0,0,0,0,0,0,0
"174",174,4,3,1,"Conversation",1,"Desktop","Murder",2,1,174,"I think Jones's apartment is about midnight and this court apartment is about 12 thirty 1225.","1142.376","1151.336",1142.376,1151.336,-0.917,6,0,0,0,0,0,0,0
"175",175,2,9,3,"Conversation",1,"Desktop","Murder",2,1,175,"No. She said Mr. She said Mr. Scott went to apartment.","1149.373-1151.293-1153.107","1149.544-1151.955-1156.797",1149.373,1156.797,-1.963,6,0,0,0,0,0,0,0
"176",176,3,7,4,"Conversation",1,"Desktop","Murder",2,1,176,"Went to whose apartment like?","1155.112","1156.477",1155.112,1156.477,-1.685,6,0,0,0,0,1,0,0
"177",177,2,9,3,"Conversation",1,"Desktop","Murder",2,1,177,"Whose apartment here? cause this one is broken.","1159.379-1164.563","1161.085-1165.885",1159.379,1165.885,2.902,6,0,0,0,0,1,0,0
"178",178,3,7,4,"Conversation",1,"Desktop","Murder",2,1,178,"So what does it say like?","1166.696","1168.168",1166.696,1168.168,0.811,6,0,0,0,0,1,0,0
"179",179,4,3,1,"Conversation",1,"Desktop","Murder",2,1,179,"Uh. Whose information is?","1170.963-1172.2","1170.963-1173.544",1170.963,1173.544,2.795,6,0,0,0,0,1,0,0
"180",180,3,7,4,"Conversation",1,"Desktop","Murder",2,1,180,"Because if you think about it, if the murder happened at 12:30. Then how would? How would Mr. Jones still be? Sorry Mr. Kelley still be at. Mr. Jones apartment and then. At 12:15, and then make it to Mr. Scott's apartment and be dead by 12:30.","1175.208-1180.115-1183.229-1187.027-1190.013-1193.64","1179.155-1181.373-1185.768-1189.224-1192.573-1198.909",1175.208,1198.909,1.664,6,0,1,1,0,1,0,0
"181",181,4,3,1,"Conversation",1,"Desktop","Murder",2,1,181,"And also dragged a long distance","1200.36","1202.173",1200.36,1202.173,1.451,6,1,0,0,0,0,0,0
"182",182,3,7,4,"Conversation",1,"Desktop","Murder",2,1,182,"Yeah.","1203.965","1203.987",1203.965,1203.987,1.792,6,0,0,0,0,0,0,0
"183",183,2,9,3,"Conversation",1,"Desktop","Murder",2,1,183,"cause?","1205.288","1205.779",1205.288,1205.779,1.301,6,0,1,0,0,1,0,0
"184",184,3,7,4,"Conversation",1,"Desktop","Murder",2,1,184,"So at this, I think that this is the location of the murder, but we need to figure out who's apartment is it Mr. Scott or Mr. Jones.","1206.333","1213.245",1206.333,1213.245,0.554,6,0,0,0,0,1,0,1
"185",185,2,9,3,"Conversation",1,"Desktop","Murder",2,1,185,"What? cause I have. I have it here where sorry, let me just try and figure it. I have it here Mr. Mr. Kelley went to Mr. Scott apartment at. Let me see if I  where's my own.","1210.323-1212.947-1221.416-1226.664","1210.749-1219.731-1225.597-1229.437",1210.323,1229.437,-2.922,6,0,1,0,0,1,0,0
"186",186,4,3,1,"Conversation",1,"Desktop","Murder",2,1,186,"I've. Thanks is a.","1229.352-1230.931","1229.971-1232.275",1229.352,1232.275,-0.085,6,0,0,0,0,0,0,0
"187",187,2,9,3,"Conversation",1,"Desktop","Murder",2,1,187,"Hold on, just hold on let me try. ahhh","1232.509-1236.883","1236.456-1237.352",1232.509,1237.352,0.234,6,0,0,0,0,0,0,0
"188",188,3,7,4,"Conversation",1,"Desktop","Murder",2,1,188,"We still need a couple of minutes. Yeah.","1259.923-1262.376","1260.883-1262.952",1259.923,1262.952,22.571,7,0,0,0,0,0,0,0
"189",189,2,9,3,"Conversation",1,"Desktop","Murder",2,1,189,"So I have it here I'm just Mr. Kelley Went to","1265.192-1267.773-1269.416","1266.792-1268.563-1270.248",1265.192,1270.248,2.24,7,0,0,0,0,0,0,0
"190",190,3,7,4,"Conversation",1,"Desktop","Murder",2,1,190,"So Mr. Kelley went to Scott's apartment. That's what it says.","1276.029","1278.419",1276.029,1278.419,5.781,7,0,0,0,0,0,0,0
"191",191,2,9,3,"Conversation",1,"Desktop","Murder",2,1,191,"Yep.","1279.912","1279.997",1279.912,1279.997,1.493,7,0,0,0,0,0,0,0
"192",192,3,7,4,"Conversation",1,"Desktop","Murder",2,1,192,"OK, so then Scott's apartment.","1280.232","1282.792",1280.232,1282.792,0.235,7,0,0,0,0,0,0,0
"193",193,1,5,2,"Conversation",1,"Desktop","Murder",2,1,193,"[inaudible] Yeah, 1225.","1280.787-1285.544","1282.003-1286.973",1280.787,1286.973,-2.005,7,0,0,0,0,0,0,0
"194",194,4,3,1,"Conversation",1,"Desktop","Murder",2,1,194,"1225.0 and uh. There is like a the murder happened in 12:30. That is something that's very concrete and we can't change that. So it's.","1286.013-1289.597-1292.179","1287.123-1290.344-1301.949",1286.013,1301.949,-0.96,7,0,0,0,0,0,0,0
"195",195,2,9,3,"Conversation",1,"Desktop","Murder",2,1,195,"Yeah.","1298.515","1298.941",1298.515,1298.941,-3.434,7,0,0,0,0,0,0,0
"196",196,4,3,1,"Conversation",1,"Desktop","Murder",2,1,196,"So it should be within like a something from trying to 12:25 to 12:30 happened.","1303.357","1312.381",1303.357,1312.381,4.416,7,0,0,1,0,0,0,0
"197",197,3,7,4,"Conversation",1,"Desktop","Murder",2,1,197,"Yeah. So, if Mr. Kelley went to Mr. Scott's apartment at 12:25, then it all adds up would be dead in five minutes, and then the body was found one hour later in the park, which makes enough time for.","1313.192-1314.024","1313.256-1325.459",1313.192,1325.459,0.811,7,1,0,0,0,0,0,0
"198",198,4,3,1,"Conversation",1,"Desktop","Murder",2,1,198,"Yeah.","1319.677","1319.677",1319.677,1319.677,-5.782,7,0,0,0,0,0,0,0
"199",199,2,9,3,"Conversation",1,"Desktop","Murder",2,1,199,"Yeah.","1320.872","1320.872",1320.872,1320.872,1.195,7,0,0,0,0,0,0,0
"200",200,4,3,1,"Conversation",1,"Desktop","Murder",2,1,200,"Has been good. Yeah has been dropped.","1324.285","1325.971",1324.285,1325.971,3.413,7,0,0,0,0,0,0,0
"201",201,3,7,4,"Conversation",1,"Desktop","Murder",2,1,201,"Yeah, OK.","1326.227","1326.952",1326.227,1326.952,0.256,7,0,0,0,0,0,0,0
"202",202,4,3,1,"Conversation",1,"Desktop","Murder",2,1,202,"Should we notify the examiner, like the the the investigator.","1327.4","1331.496",1327.4,1331.496,0.448,7,0,0,0,0,0,0,0
"203",203,3,7,4,"Conversation",1,"Desktop","Murder",2,1,203,"Ask. Yes. Ying we are done","1328.189-1330.835-1333.309","1328.211-1331.048-1333.949",1328.189,1333.949,-3.307,7,0,0,0,0,0,0,0
"204",204,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,1,"Sorry like are we supposed to share all our info?","8.789312","11.79731",8.789312,11.79731,0,1,0,0,0,0,1,0,1
"205",205,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,2,"I think.","11.75463","12.24531",11.75463,12.24531,-0.04268,1,0,0,0,0,0,0,0
"206",206,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,3,"So. So if you drag something to come with the others can see the whole.","15.12531-16.59731","15.82931-19.52",15.12531,19.52,2.88,1,0,0,0,1,0,0,0
"207",207,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,4,"You can see.","20.71462","21.86662",20.71462,21.86662,1.19462,1,0,0,0,0,0,0,0
"208",208,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,5,"So does share screen.","21.99463","23.38131",21.99463,23.38131,0.12801,1,0,0,0,0,0,0,1
"209",209,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,6,"Ah OK, got it.","22.144","23.08262",22.144,23.08262,-1.23731,1,0,0,0,0,0,0,0
"210",210,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,7,"Oh","23.50931","24.17063",23.50931,24.17063,0.42669,1,0,0,0,0,0,0,0
"211",211,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,8,"Don't move. I was just sharing the clue","28.71462-32.72531","30.784-33.55731",28.71462,33.55731,4.54399,1,0,0,0,1,0,0,0
"212",212,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,9,"I'll put it on the top.","35.15731","37.39731",35.15731,37.39731,1.6,1,0,0,0,1,0,0,0
"213",213,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,10,"Oh","38.464","38.57063",38.464,38.57063,1.06669,1,0,0,0,0,0,0,0
"214",214,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,11,"so I'm just making sure that we don't hide info from others, right? So it's it's a teamwork not.","40.74662-45.52531","45.29063-48.064",40.74662,48.064,2.17599,1,0,0,0,0,1,0,0
"215",215,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,12,"Yeah, so so there's there's no murder among us, so we don't need to.","45.61063","50.41063",45.61063,50.41063,-2.45337,1,0,0,0,0,0,0,1
"216",216,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,13,"stop.","45.90931","45.90931",45.90931,45.90931,-4.50132,1,0,0,0,0,0,0,1
"217",217,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,14,"OK. Oh yeah.","49.856-52.48","51.392-52.48",49.856,52.48,3.94669,1,0,0,0,0,0,0,0
"218",218,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,15,"So quick.","52.75731","53.48262",52.75731,53.48262,0.27731,1,0,0,0,0,0,0,0
"219",219,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,16,"Yeah, just making sure. Wait, it's too overwhelming. Oh my God.","55.27462-70.44263","56.576-72.74663",55.27462,72.74663,1.792,1,0,0,0,0,0,0,0
"220",220,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,17,"Well.","72.27731","72.85331",72.27731,72.85331,-0.46932,1,0,0,0,0,0,0,0
"221",221,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,18,"Oh","75.712","76.096",75.712,76.096,2.85869,1,0,0,0,0,0,0,0
"222",222,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,19,"xxxx","84.16","84.39462",84.16,84.39462,8.064,1,0,0,0,0,0,1,0
"223",223,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,20,"Uh-huh","85.44","85.504",85.44,85.504,1.04538,1,0,0,0,0,0,0,0
"224",224,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,21,"cause we both have the notes on Albert Greenbags.","86.18662","89.92",86.18662,89.92,0.68262,1,0,0,0,0,0,0,0
"225",225,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,22,"I think we just put all the clues first then we connect them later.","88.91731","94.976",88.91731,94.976,-1.00269,1,0,0,0,1,0,0,0
"226",226,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,23,"Ah, OK.","94.54931","95.57331",94.54931,95.57331,-0.42669,1,0,0,0,0,0,0,0
"227",227,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,24,"we cannot move","95.31731","97.64262",95.31731,97.64262,-0.256,1,0,0,0,1,0,0,0
"228",228,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,25,"Its hard to","95.38131","96.68262",95.38131,96.68262,-2.26131,1,0,0,0,0,0,0,0
"229",229,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,26,"[inaudible]","100.224","100.6293",100.224,100.6293,3.54138,1,0,0,0,0,0,0,0
"230",230,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,27,"OK. For now. Put a new brand new area.","100.3733-102.656-104.448","100.48-103.2746-107.4986",100.3733,107.4986,-0.256,1,0,0,0,0,0,0,0
"231",231,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,28,"See.","109.9306","110.1653",109.9306,110.1653,2.432,1,0,0,0,0,0,0,0
"232",232,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,29,"[inaudible]","133.3973","134.3573",133.3973,134.3573,23.232,2,0,0,0,0,0,0,0
"233",233,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,30,"uh all my notes on the camera now.","268.2666","270.784",268.2666,270.784,133.9093,3,0,0,0,0,0,0,0
"234",234,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,31,"Me too.","270.6133","271.168",270.6133,271.168,-0.1707,3,0,0,0,0,0,0,0
"235",235,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,32,"Yeah me too.","271.0826","271.7653",271.0826,271.7653,-0.0854,3,0,0,0,0,0,0,0
"236",236,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,33,"Yeah.","271.1466","271.168",271.1466,271.168,-0.6187,3,0,0,0,0,0,0,0
"237",237,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,34,"But it's so confused.","272.3626","273.7493",272.3626,273.7493,1.1946,3,0,0,0,0,0,0,0
"238",238,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,35,"Oh my God.","272.576","273.3013",272.576,273.3013,-1.1733,3,0,0,0,0,0,0,0
"239",239,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,36,"So.","276.416","276.5653",276.416,276.5653,3.1147,3,0,0,0,0,0,0,0
"240",240,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,37,"Where do we start?","277.248","278.272",277.248,278.272,0.6827,3,0,0,0,0,1,0,1
"241",241,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,38,"Let's try to find some common stuff.","278.464","281.984",278.464,281.984,0.192,3,0,0,0,0,0,0,1
"242",242,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,39,"I think we need to. 1st. We should move all the clues related question to the left side I think.","280.3626-282.688-284.4586","282.4106-283.4986-289.0026",280.3626,289.0026,-1.6214,3,0,0,0,1,0,0,1
"243",243,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,40,"I see.","285.2053","285.2693",285.2053,285.2693,-3.7973,3,0,0,0,0,0,0,0
"244",244,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,41,"Please. I will I will remove my clues related to the first question to the left. This one this is a. My clue related to the bank. And.","290.2186-291.5626-299.1786-302.3786-306.688","290.7306-296.2986-300.48-304.6613-307.2426",290.2186,307.2426,4.9493,3,0,0,0,1,0,0,0
"245",245,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,42,"I, I think it would be easier if I say. Put all the people with same name. Close together like people with the same name and place with the same name.","308.1173-311.5733-314.7946","311.3386-313.3653-320.448",308.1173,320.448,0.8747,3,0,0,0,0,0,0,0
"246",246,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,43,"Yeah.","315.0933","315.136",315.0933,315.136,-5.3547,3,0,0,0,0,0,0,0
